f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
17895,B,-632,-3822,-2325,22131,-160,F,4322,A,-506,A,5979,-19319,846,4297,2914,9,5772,B,F,,-5256,A,14227,B,A,16167,-6825,-32419,200,-6972,4609,I,-15358,A,-10178,52969,809,,J,J,E,-9351,410,G,A,-515,3690,3306,-20583,347,-1724,-55919,-11372,-13323,933,,590,,-25024,-12245,-4484,B,3080,446,-10986,-165,A,D,86
6408,B,-223,-1415,-997,7853,81,C,1840,A,-279,L,2152,-6853,278,,979,-144,1976,B,I,A,-1561,A,4678,B,A,5647,-2206,-11382,139,-2434,,I,-5557,C,-3655,18454,421,-535,J,L,G,-3272,171,E,B,-232,1403,1385,-7244,-93,-794,-19911,-4048,-4618,195,-2420,22,-14254,-8860,-4314,-1410,B,1069,373,-3725,-42,D,M,86
7774,B,-526,-1637,-1172,9323,-62,C,1930,A,,L,2658,-8166,403,1638,1066,89,2545,B,B,A,,A,5992,B,A,6727,-2840,-13644,43,-2848,2017,I,-6432,A,-4455,22487,348,-242,J,L,G,-4038,317,G,A,-65,1645,1618,-8851,-83,-1033,-23773,-4655,-5577,445,-3034,189,-17001,-10699,-5144,-1857,B,1113,143,-4808,-114,D,M,86
,B,-425,-2866,-1803,16600,-83,C,3501,A,-590,A,4293,-14325,535,2829,2139,202,4458,B,D,,-3858,A,10490,B,A,12199,-4939,-24248,149,-5059,3746,I,-11671,C,-7752,39485,900,-557,J,J,G,-6978,421,G,,,2653,2598,,291,-1280,-42117,-8623,-10115,582,-5650,616,,,-9094,-3514,B,2088,584,-8038,-51,D,D,86
36652,E,-1285,-7985,-4796,44691,9,B,9134,C,-967,O,,-38846,1918,8430,5712,147,11843,A,E,A,-10234,A,28658,K,G,32830,-14416,-65504,-277,-14373,8794,E,-30897,A,,107504,1903,-1493,F,A,F,-19032,1192,D,A,-1000,7449,6969,-41904,203,-3224,-113383,-22246,-27013,1675,-15278,1268,-81724,-50693,-24691,-9433,B,6101,1024,-22252,-63,H,O,86
8878,B,-472,-2101,-1303,11022,-75,C,2331,A,-241,A,2749,-9440,262,1856,1443,-2,2724,B,J,A,-2218,A,6841,B,A,7849,-3344,-16390,175,-3234,2570,I,-7815,A,-5016,26088,598,-542,J,L,G,-4678,207,G,A,-191,1754,1671,-10253,-87,-1120,-27894,-5924,-6465,406,,319,-20092,-12690,-6068,,B,1655,159,-5537,-188,D,M,86
24536,H,-981,-5395,-2952,29992,-107,F,6196,A,-771,D,7909,-26101,1354,5642,3990,38,8010,B,I,A,-6975,A,19070,G,G,22040,-9395,-44137,-196,-9552,6127,E,-20791,C,-13823,72292,1397,-1034,,J,E,-12498,672,P,A,-842,4959,4728,-28161,75,-2351,-76165,-15060,-18200,1272,-10217,1055,-54569,-33928,-16470,-6013,B,3830,460,-14980,3,A,I,86
-31767,K,1169,7135,3913,-38517,-28,E,-7832,B,777,M,-10169,34171,-2264,-7402,-4849,-157,-10457,D,C,E,9491,A,-25364,P,B,-29003,13204,57310,957,12956,-7496,A,26611,C,17549,-94175,-1490,817,G,H,C,16212,-1267,B,B,1003,-6873,-5949,36841,-106,2344,99199,18670,24262,-1458,13873,-1043,71273,43737,21651,8369,,-5302,-758,19471,-95,C,E,86
8015,B,-365,-1856,-1048,9783,143,C,2095,,,L,2703,-8703,443,1913,,-161,2675,B,I,A,-2066,A,6470,B,A,7278,-3383,-14466,-344,-3000,2054,I,,A,-4584,23973,373,-399,J,L,G,-4044,357,E,A,,1687,1706,-9065,-65,-825,-25227,-4456,-6357,462,-3349,374,-18070,-11305,-5467,-2289,B,1303,271,-4828,-84,D,M,86
38872,E,-1546,-8467,-4926,47434,-210,B,9729,C,-1080,O,12492,,2231,9267,5948,84,12524,A,D,A,-10923,A,30297,K,G,,-14940,-69620,-490,-15044,9578,E,-32853,A,-21813,114153,2160,-1587,E,A,F,-19962,1404,D,A,-1297,8067,7186,-44744,-71,,-120428,,-28874,1584,-16492,1453,-86546,-53608,-26193,-9838,,6121,936,-23636,1,K,O,86
14423,B,-764,-3251,-1698,17400,-38,C,3623,A,-281,A,4768,-15100,723,3336,2295,-104,4510,B,I,A,-3992,A,11330,B,G,13137,-5874,-25969,-213,-5568,3495,I,-12000,A,,42156,892,-323,J,J,G,-7538,482,G,A,-390,3157,2827,-16632,101,-1438,-44821,,-10746,776,,478,-32113,-19927,,-3555,B,2487,201,-8775,-160,D,D,86
-3927,I,181,919,443,,-148,C,-827,A,-60,H,-1368,4392,-417,-983,-610,69,-1237,B,C,E,1397,A,-3497,A,B,-3968,2268,7215,492,,-855,H,3105,C,2098,-12110,-109,-136,B,E,G,2125,,,,286,-1005,-845,4711,-78,18,12692,1766,3393,-141,1873,-251,9206,5323,2930,,A,-847,-24,2545,-83,J,P,86
12188,B,-439,,-1449,14821,33,C,3141,A,-409,L,3943,-12840,,2915,1757,-36,3964,B,F,A,-3226,A,9550,B,A,10877,-4713,-21690,42,-4665,3226,I,-10537,A,-6813,35857,604,-488,J,J,G,-6233,474,G,A,-370,2402,2307,-14078,,-1472,-37577,-7363,-9036,,-4997,229,-27162,-16839,-8224,-3157,B,1924,351,-7439,-187,D,D,86
3983,B,-120,-928,-579,5169,68,C,1120,A,-18,L,1431,-4355,20,1032,669,-107,1209,B,J,A,-976,A,3055,A,A,3599,-1135,-7679,,-1518,1289,I,-3783,C,-2358,11911,320,-364,B,L,G,-2139,-149,E,B,-165,751,710,-4527,118,-826,-12866,-2896,-2759,377,-1399,124,-9301,-6075,-2929,-908,B,765,,,18,D,M,86
-9589,I,333,2194,1148,-11659,77,A,-2384,A,323,H,-3112,10125,,-2345,,8,-3234,B,I,E,2988,A,-7547,N,B,-8752,3928,,167,3988,-2029,H,7992,A,5495,-28227,-612,291,B,E,A,,-269,L,B,336,-2028,-1729,11129,-84,814,29657,5873,7198,,,-428,21479,13246,6574,2542,A,-1483,-305,5984,83,I,P,86
6797,B,-414,-1462,-952,8267,18,C,1692,A,-217,L,2016,-7282,143,1518,1115,359,2223,B,F,A,-1859,A,5165,B,A,6096,-2253,-12285,115,,1827,I,-5769,A,-3897,19806,261,-339,J,,G,-3617,362,E,A,-183,1209,1214,-7674,92,-857,-21325,-4648,-4898,227,-2689,259,-15173,-9619,-4559,-1748,B,1121,189,-3908,-102,D,M,86
5394,B,-166,-1201,-675,6606,-179,,1398,,-146,L,1554,-5486,-70,1056,872,125,1663,B,F,A,-1388,A,4065,A,B,4614,-1828,-9581,,,1276,I,-4476,A,-3020,15611,468,-246,J,L,G,-2746,-45,E,A,-223,1257,960,-6151,-164,-479,-16252,-3748,-3827,239,-2310,199,-11618,,-3519,-1388,B,638,122,-3252,-99,D,M,86
733,I,-20,,-158,973,-37,,177,A,17,L,217,-847,-162,18,136,-114,168,B,J,E,-156,A,78,A,A,533,109,-1449,,-1,410,,-831,A,-545,1762,,-253,B,L,G,-309,-222,E,B,54,19,202,-907,262,-290,-2120,-731,-276,,-160,-125,-1620,-1367,-594,31,A,292,-104,-491,-164,J,M,86
-19736,A,863,4215,2347,-23796,236,E,-4839,B,348,M,-6533,20892,,-4997,-3026,354,-6405,D,I,E,,A,-15851,J,B,,7885,34601,585,7841,-4573,A,16606,A,10786,-58426,-974,727,D,,,9914,-717,C,B,504,-4220,-3655,22615,123,1727,60884,11091,14732,-901,8483,-921,43754,26330,13106,5146,A,-3154,-425,,-21,I,B,86
-30339,K,1285,6644,3685,-36664,-69,E,-7381,B,835,M,-9724,32484,-2224,-7153,-4691,-270,-9785,D,D,E,8932,A,-24222,P,B,-27727,12500,54105,898,12246,-6834,A,25107,,16762,-89521,-1447,947,G,H,A,15547,-1056,B,B,860,-6776,-5599,34797,40,2166,94232,17582,22888,-1397,13158,-1236,67586,41366,20430,8055,A,-5156,-796,18644,-95,C,E,86
26173,H,-910,-5754,-3507,32087,-71,F,6486,C,-863,A,8214,-27970,1265,,4067,,8447,A,F,A,-7672,A,20420,G,A,23528,-10238,-47045,-153,-10317,6468,E,-21868,A,-14816,76839,1489,-1131,F,J,E,-13556,683,P,A,-774,5346,4639,-30157,73,-2123,-81124,-16270,-19507,915,-11030,1001,-58444,-36165,-17837,-6692,B,4247,588,-15891,76,A,I,86
-7590,I,369,1769,887,-8716,-7,A,-2047,A,315,H,-2596,7934,-967,-2125,-1217,232,-2473,B,G,E,2316,A,-6212,N,B,-7060,3120,,427,3190,-1767,H,6161,C,3859,-22832,-254,1,B,E,A,3683,-436,L,B,383,-1676,-1431,8577,368,,23491,3719,5998,-281,3697,-220,16936,9861,5092,2016,A,-1201,-171,4705,54,I,P,86
-12222,,505,2676,1470,-14649,-82,A,,A,358,K,-3861,12866,-1134,,-1855,125,-4080,B,G,E,3523,A,-10056,N,A,-11183,,21539,536,4916,,H,10301,A,6760,-36437,-414,232,B,E,A,,-366,L,B,244,-2745,,14115,47,1288,37736,6407,9562,-454,5473,-585,27437,16006,8238,,,-2054,-239,7467,84,I,P,86
-49872,C,2095,10864,6095,-60323,17,D,-12355,B,1207,F,-16189,52786,-3551,-11957,-7757,-385,-16191,D,G,C,14700,B,-39684,H,F,-45104,20116,88967,1408,19800,-11581,G,41546,C,27483,-147277,-2317,1681,K,I,C,25340,-1956,A,B,1594,-10921,-9276,57184,13,4026,154455,29108,37382,-2110,21455,-1930,,67759,33822,12956,D,-8327,-1236,30561,97,M,F,86
-7366,I,355,1672,950,-8947,101,A,-1907,A,180,H,-2396,7684,-624,-2039,-1182,-131,-2435,B,F,E,2263,A,-5858,N,A,-6805,,12872,164,3001,-1491,H,5959,A,4145,-21890,-308,89,B,E,G,3733,-216,L,,140,-1572,-1155,8457,218,,22540,4224,5545,,3240,-49,16291,9730,4883,1761,A,-1023,-307,4411,32,I,P,86
,B,-244,-966,-502,,-72,A,1145,A,-296,H,1540,-4825,457,1076,,54,1388,B,F,A,-1541,A,3644,A,B,4336,-2179,-8324,-371,-1903,927,H,-3635,D,,13758,,,J,J,G,-2564,196,E,B,-255,967,930,-5233,-73,-398,-14271,-2250,-3792,209,-2215,262,-10244,-6170,,-1338,B,827,121,,134,J,,86
17916,B,-666,-3842,,21817,109,C,4355,A,-307,A,5635,-18846,1030,,2797,73,5805,B,F,A,-5187,A,14023,B,A,16153,-7137,-32032,-306,-6951,4408,I,-15006,A,-10090,52353,1104,-707,J,J,E,-8948,684,G,A,-381,3666,3310,-20390,95,-1343,-55457,-10651,-13057,820,-7525,636,,-24703,-12159,-4490,B,2897,545,-10851,19,D,D,86
-38203,K,1343,8162,4564,-46067,-37,D,-9638,B,744,F,-12432,40619,-2796,-9053,-5844,-107,-12549,D,I,C,11066,A,-30202,H,E,-34603,15557,68163,1118,15143,-9064,G,31837,A,21158,-112597,-1830,1113,G,H,C,19391,-1548,J,B,1077,-7920,-7127,43766,55,3235,118235,21965,28958,,16539,-1271,85034,52069,25765,9920,D,-6423,-1012,23097,298,B,N,86
-18270,A,698,4159,2394,-22498,-185,E,-4664,A,397,K,-5956,19728,-1203,-4296,-2869,115,-6081,B,C,E,5258,,-14695,J,E,-16860,7536,33054,788,7212,-4321,A,15579,C,10219,-54789,-854,637,D,E,A,9337,-827,C,B,392,-3930,-3563,21172,22,1590,57629,10365,14352,-979,8160,-600,41086,25178,12451,4803,A,-2747,-432,11276,81,I,B,86
7153,B,-347,-1517,-968,8904,-200,C,1752,A,-207,L,2310,,28,1326,1164,323,2300,B,D,A,-2203,A,5277,B,B,6396,-2693,-13231,373,-2736,1888,I,-6089,A,-4347,20973,623,-271,J,L,G,-3979,66,E,A,-356,1283,1406,-8215,137,-551,-22263,-4940,-5199,319,-2946,250,-16032,-10229,-4914,-1786,B,1154,213,-4545,96,D,M,86
3988,B,-69,-881,-554,4739,-49,A,964,A,-81,L,1307,-4200,376,1169,405,112,1097,B,I,E,-1062,A,2999,A,A,3630,-1639,-7076,-81,-1525,822,H,-3180,A,-2251,11482,258,-131,J,L,G,-1828,154,E,A,-197,920,652,-4353,-51,-183,-12059,-2443,-2916,78,-1705,151,-8627,-5469,-2733,-1159,B,722,139,-2448,93,J,M,86
5796,B,-323,-1132,-898,6820,31,,1169,A,-123,H,1946,-6032,,1369,888,-6,1886,B,E,A,-1671,A,4533,A,A,5006,-2322,-10064,112,-2068,1344,I,-4523,A,-3135,16571,436,-110,,L,G,-2875,165,E,A,-189,1164,1020,-6546,82,-412,-17487,-3367,-4254,284,-2544,164,-12668,-7826,-3893,-1389,B,866,185,-3527,176,,M,86
-12094,I,600,,1544,-14281,-24,A,-3165,A,153,K,-3898,12659,-1141,-3429,-1816,59,-3813,B,D,E,3281,A,-9314,N,B,-10673,4728,21066,338,,-2726,H,10156,A,6797,-35417,-564,360,B,E,A,5926,-362,L,B,268,-2636,-2302,13582,3,1173,37033,6747,8954,-520,5169,-375,26751,16111,7935,3022,A,-2018,-392,7241,143,I,P,86
22143,H,-659,-4953,-2595,27100,76,C,5629,A,-577,A,7303,-23981,1194,5110,3542,128,7230,B,A,A,-6720,A,17718,G,A,20331,-8966,-40241,,-8806,5300,I,-18660,A,-12591,65763,1471,-763,F,A,E,-11378,751,P,A,-652,4753,4071,-25630,185,-1739,-69383,-13558,-16734,827,-9559,,-50015,-31092,-15280,-5797,B,3629,623,-13637,105,A,,86
56168,G,-2187,-12378,-7172,68524,-42,B,13903,C,-1621,G,18218,-60071,3447,,8735,564,18333,A,E,D,-16647,B,44178,F,C,50799,-22436,-100971,-724,-22264,13325,D,-47223,D,,165949,3081,-2225,H,B,,-28803,1944,K,A,-1663,11776,10545,-64493,258,,-174532,-34180,-41841,2238,-24117,2194,-125514,-77360,,-14428,E,9112,1372,-34443,100,O,H,86
9282,B,-470,-1840,-1276,11254,57,C,2116,A,-347,L,2817,-9765,389,2070,1529,546,3028,B,E,A,-2947,A,7079,B,A,8114,-3651,-16740,245,-3771,,,-7775,A,-5518,27053,545,-545,J,J,G,-4750,,G,A,-321,1836,1699,-10796,358,-781,-28645,-5983,,,-3824,222,-20649,-13254,-6390,-2332,B,1486,341,-5682,281,J,D,86
9353,B,-434,-2152,-1148,11586,53,C,2416,A,-177,L,2945,-10200,604,2328,1400,116,3140,B,G,A,-2906,A,7474,B,B,8668,-3772,-16836,-163,-3544,2335,I,,A,,27851,628,-399,J,L,G,-4967,371,E,A,-326,2095,1777,-11031,-103,-821,-29219,-5744,-6954,301,-4134,421,-21301,-12991,-6422,-2483,B,1469,295,-5831,-76,D,D,86
-25518,A,1162,5565,3373,-30842,210,E,-6537,,408,M,-8268,27040,-1841,-6045,-3842,376,-8378,D,D,E,7272,A,-20581,P,B,-23195,10282,45514,847,9822,-6391,A,21392,A,13991,-75493,-1292,693,D,D,,13001,-967,B,B,904,-5647,-4781,29366,140,2304,79056,14555,19532,-1197,11008,-875,56935,34515,17112,6785,A,-4127,-521,15510,316,C,E,86
17530,B,-746,-3760,-2208,21181,139,,4305,A,-448,A,5572,-18630,916,3847,2722,107,5757,B,G,A,-5222,A,13992,B,B,15930,-7122,-31453,-340,-6870,4248,I,-14505,A,-9677,51356,1072,-639,J,J,E,-8979,514,G,A,-456,3634,3646,-20024,150,-1451,,-10646,-13143,796,-7640,670,-39147,-24149,-11987,-4735,B,2935,417,-10631,228,A,,86
,I,473,1572,850,-8811,246,E,-1915,,106,H,-2284,7705,-865,-1883,-1104,,-2327,B,A,E,2007,A,-6025,N,E,-6700,3087,12822,616,,-1498,H,6174,A,3744,-21828,-13,178,B,E,A,3611,-347,L,B,190,-1696,-1228,8387,47,867,22395,3472,5815,-324,3404,-280,16283,9550,4784,1885,A,-1164,-227,4285,127,I,P,86
-27653,A,1141,6003,3357,-33433,207,E,-6978,B,569,M,-8823,29303,-2265,-6545,-4243,218,-8965,D,A,,7728,,-22218,P,B,-24964,11282,49090,1060,10681,-6731,A,23137,,15479,-81896,-1115,745,D,D,A,14187,-1090,B,B,854,-5824,,31678,84,2604,86092,15732,21065,-1518,11917,,61667,,18655,7321,A,-4552,-635,16875,391,C,E,87
13920,,-357,-3060,-1802,17103,-59,C,3379,,-393,L,4509,-14937,255,2954,2194,269,,B,I,A,-4121,A,10628,B,A,12502,-5442,-25184,180,-5422,3434,,-11602,A,-7999,,901,-763,J,J,G,-7181,370,G,A,-346,2734,2703,-15931,356,-897,-42889,,-9864,689,-5788,,-30944,-19512,,-3626,B,2216,,,150,D,D,87
-23083,A,1059,5006,2771,-27762,220,E,-5811,,391,M,-7341,24501,-1765,-5667,-3451,322,-7583,D,F,E,6307,A,-18511,J,E,-20862,9250,41213,908,8902,-5442,A,19345,A,12588,-68233,-960,782,D,D,A,11785,-865,C,,756,-4854,-4334,26459,142,2055,71509,12768,17628,-1318,9772,-1012,51377,30939,15478,6095,A,-3730,-532,13968,439,C,B,87
43057,E,-1745,-9582,,52319,80,F,10726,C,-1106,O,14057,-46209,2716,9805,6658,361,14146,A,A,D,-12666,A,33990,K,G,39155,-17501,-77806,-1005,-17010,10420,E,-36087,D,-24070,127448,2516,-1476,E,K,F,-22253,1518,O,A,-1182,9160,8081,,402,-3199,-134204,-25629,,1991,-18461,1679,-96447,-59598,-29379,-11245,E,7062,1215,-26234,-22,K,L,87
,I,407,1451,995,-8488,-14,A,-1937,A,-64,K,-2515,7332,-874,-1842,-1107,374,-2361,B,I,E,1942,A,-6109,N,B,-6644,3202,12433,558,2858,-1679,H,6161,A,3795,-21668,34,90,B,E,A,3618,-207,L,B,322,-1730,,8200,244,1085,,3294,5864,-453,3177,,15882,9109,4817,1913,A,-1130,-199,4200,233,I,P,87
7954,B,-114,-1749,-1140,9598,221,C,1783,A,,H,2625,-8655,260,1798,1264,188,,B,F,A,-2682,A,5983,A,A,6973,-3020,-14372,183,-3206,2000,I,-6449,A,,23027,698,-505,J,J,G,-3899,297,E,A,-161,1821,1475,-9103,-43,-361,-24366,-5417,-5445,378,-3247,325,-17631,-11225,-5252,-1914,B,1266,334,-4859,11,J,M,87
41505,E,-1454,-9052,-5085,50569,-105,F,10257,C,-1291,D,13311,-44229,2556,9642,6495,611,13568,,A,D,-12210,A,32552,K,A,37476,-16547,-74400,-561,-16373,9961,E,-34747,D,-23340,121954,2379,-1733,E,K,F,-21115,1221,D,A,-1340,8673,7620,-47721,166,-3163,-128380,-25276,-30606,1765,-17546,1606,-92461,-57139,-28256,-10651,E,6774,1060,-25352,121,H,O,87
-19234,A,595,3986,2489,-23176,152,E,-4558,A,444,M,-6293,20178,-1320,-4880,-2775,129,-6283,D,E,E,5270,A,,J,E,-17076,7350,33790,396,7505,-4707,A,16275,A,,-56283,-1056,730,D,E,A,9638,-489,C,B,625,-3998,-3551,21407,96,1775,58859,11176,14208,-623,8134,-593,42400,25602,12837,5028,A,,-406,11443,175,C,B,87
22027,H,-801,-5042,-2769,26743,278,C,5317,A,-739,,7143,-23371,1140,5133,3375,354,6979,B,B,A,-6748,A,17185,B,,19748,-9163,-39803,-492,-8703,5071,I,-18366,D,-12238,64746,1227,-874,F,A,E,-11289,584,,A,,4596,4007,-25405,,-1507,-68135,-13111,-16498,987,-9668,966,-49103,-30389,-15115,-6041,B,3630,529,,132,A,I,87
-32071,K,1213,6979,4080,-39073,156,D,-8031,B,834,F,,33989,-2125,-7704,-4994,118,-10464,D,G,E,8989,A,-25456,P,F,-29051,12842,57407,588,12349,-7593,A,26889,A,17904,-94735,-1413,1186,D,D,C,16389,-1038,B,B,813,-6728,-5899,36803,26,,99385,18767,24022,-1529,13544,-1440,71578,43675,21598,8060,D,-5432,-707,19528,4,B,E,87
-2347,I,289,497,373,-2911,99,A,-633,A,-59,H,-821,2552,,-728,-343,454,-716,B,D,E,456,A,-2276,A,B,,,4421,365,856,-638,H,,A,1044,-7709,95,-53,,L,G,1398,-157,L,A,243,-559,-633,2972,72,613,7895,790,2443,-580,1113,-58,5847,3154,1583,878,A,-477,29,1625,352,J,P,87
-42723,K,1563,9204,5412,-51798,73,D,,B,1226,F,-13673,,-2761,-9998,-6801,-80,-13803,D,,C,11926,B,-33863,H,F,-38481,16950,76225,788,16543,-10424,G,36021,A,23643,-125740,-2126,1725,G,H,C,21901,-1482,,B,,-9072,-7911,48877,92,3846,132082,25422,31882,-1855,18206,-1537,95062,58341,,10960,D,-6847,-1043,26020,166,M,N,87
-16706,,606,3520,2123,-20193,-142,E,-4377,,372,M,-5484,17652,-1008,-3709,-2619,340,-5424,B,B,E,4593,A,-13421,J,E,-15166,6705,,423,6465,-4305,A,14005,A,9320,-49517,-678,283,D,E,A,8621,-659,C,B,511,,-3228,19167,-42,1560,51975,9262,12796,-921,7085,-530,,22828,11226,4409,A,-2796,-409,9977,159,C,B,87
39222,E,-1211,-8631,-4875,47527,-91,F,9650,C,-977,D,12311,-42057,2441,9182,,412,12754,A,,A,-11587,A,30979,K,G,35622,-15979,-70557,-683,-15768,9406,E,-32802,D,,115866,2251,-1543,E,K,F,-20226,1378,,A,-1132,8383,7147,-45133,188,-3043,-122099,-23769,-29232,,-16878,1514,-87711,-54143,-26818,-10293,B,6534,996,-23980,186,H,O,87
29367,H,-1090,-6541,-3626,35450,-64,C,7267,C,-838,A,9304,-31325,1734,6891,4461,583,9454,A,F,A,-8766,A,22889,G,A,26480,-11574,-52413,-397,-11557,7045,E,-24536,D,,85986,1719,-1216,F,A,E,,811,P,A,-795,6381,5665,-33623,51,-2144,-90697,-18082,-21504,1130,-12547,1022,-65130,-40206,,-7581,B,4622,656,-17840,261,A,I,87
4307,B,-82,-994,-469,5519,130,A,,A,-33,H,1539,-4885,585,1220,629,240,1353,B,I,A,-1555,A,3565,,A,4186,-2164,-8247,-421,-1841,953,I,-3356,A,-2602,13545,362,-35,J,J,G,,103,E,A,1,1022,717,-5267,,-107,-14231,-2611,-3558,97,-2167,236,-10294,-6128,-3389,-1262,B,753,222,-2759,154,J,M,87
-6892,I,316,1589,892,-8441,258,A,-1857,A,-5,K,-2275,7266,-482,-1341,-1123,110,-2315,B,F,E,1652,A,-5581,N,,-6265,2788,12362,309,2700,-1870,H,5869,A,,-20647,-376,-54,B,L,A,3522,-131,L,B,210,-1318,-1650,7835,-136,944,21671,,5445,-449,2835,-217,15578,9388,4618,1791,A,-1170,-134,4216,322,I,P,87
-18433,A,784,3982,2590,-22757,142,E,-4761,A,343,M,-6118,19570,-1154,-4409,-3040,224,,,I,E,5145,A,-14966,J,E,-16907,7538,33299,478,7121,-4587,A,15809,A,10323,-55146,-777,605,D,E,A,9614,-775,C,B,796,-3865,-3704,21297,-3,1829,57814,10614,14113,-998,7785,-650,41577,25242,12524,4847,A,-2970,-536,11314,,C,B,87
-40018,K,1692,8765,5071,-48310,-33,D,-10012,B,766,F,-13001,42218,-2868,-9651,-6156,141,-13006,D,F,C,11171,B,-31778,H,E,-36065,16097,71316,1229,15719,-9709,G,33287,A,22038,-118001,-1703,1292,G,H,C,20364,,J,B,1192,-8661,-7503,45905,60,3521,123937,22872,30267,-1923,17198,-1273,89138,54315,26979,10468,D,-6522,-996,24273,349,B,N,87
-1049,I,58,267,317,-1370,-13,A,-312,A,-186,H,-514,1095,-388,-80,-46,376,-504,B,I,E,77,A,-1188,,B,-1117,473,2037,383,296,-233,H,1124,A,474,-3551,153,-173,B,L,G,,-107,E,A,76,-323,-262,1603,90,359,3953,86,1272,-286,386,-38,2904,1450,743,530,A,-286,-222,521,223,J,M,87
20353,H,-456,-4579,-2451,24811,,C,4929,,-619,L,6342,-21837,1134,4535,2979,662,6497,B,E,A,-6194,,15435,G,B,,-8081,-36667,88,-8031,4851,I,-16949,A,-11732,59327,,-880,F,J,E,-10443,773,P,A,-555,3991,3599,-23388,144,-1290,-62790,-12794,-14696,737,-8658,612,-45283,-28319,-13648,-5316,B,3427,543,-12673,371,D,D,87
-24656,A,1179,5274,3218,-30084,226,E,-6314,B,565,M,-8075,26195,-1623,,-3863,-28,-8101,D,I,E,6980,A,-19567,J,B,-22258,9822,44134,558,9525,-6067,,20953,A,13737,-72999,-1466,873,D,D,A,12561,-881,B,B,806,-5229,-4804,28345,188,2310,76567,14887,18453,-1046,10432,-968,55192,33666,16836,6390,A,-3976,-680,14869,244,C,E,87
,G,-2026,-13192,-7322,71753,94,B,14524,C,-1738,O,19157,-63217,3634,13664,9187,533,,A,,D,-17439,B,46746,,C,53669,-24063,-106115,,-23454,,,-49365,D,-32967,174188,3109,-2010,H,B,F,-30169,2110,K,A,-1596,12498,,-67995,372,-4666,-183519,-35374,-44319,,-25325,2204,-132037,-81352,-40275,-15442,E,9857,1634,-36277,50,O,H,87
12392,B,-358,-2816,-1676,15350,127,,2973,A,-334,L,3816,-13504,363,2599,1937,407,4121,B,,A,-3710,A,9453,B,A,11042,-4988,-22660,234,-4924,3025,I,-10365,A,-7247,36479,895,-603,J,J,G,-6364,268,G,A,-401,,2175,-14325,364,-695,,-8150,-8983,587,-5288,524,-27911,-17547,-8543,-3354,B,2053,336,-7727,243,D,D,87
6602,B,-307,-1380,,8205,71,A,1440,A,-104,L,2197,-6969,240,1041,951,333,2139,B,B,,-2097,A,5327,A,B,6107,-2494,-12285,65,-2598,1718,I,-5461,A,-3878,19353,401,-271,J,J,G,-3504,142,E,A,-280,1312,1437,-7617,,-333,-20745,-4345,-5029,550,-2809,173,-14858,-9394,,-1915,B,,208,-4071,57,D,M,87
-1549,I,91,428,375,-2026,94,A,-481,A,136,H,-726,1722,-308,-398,-240,517,-537,B,A,E,219,A,-1748,A,B,-1474,600,2911,470,,-401,H,1600,A,768,-5484,145,-22,B,L,G,913,-128,L,B,44,-431,,2192,43,481,5779,386,1577,-355,726,-170,4298,2199,1077,492,A,-402,-39,1135,315,J,M,87
3271,I,-131,-510,-203,4102,235,A,683,A,-76,H,1203,-3741,184,661,477,294,1027,B,F,E,-1375,A,2521,A,B,3040,,-6315,-68,-1501,692,H,-2776,D,-1771,9824,379,-363,J,L,G,-1908,155,E,A,-323,752,585,-3954,157,-18,-10540,-2431,-2391,40,-1631,9,-7630,-4802,-2515,-897,A,565,-121,-2133,211,J,M,87
2205,I,-133,-532,-419,2846,25,A,554,A,-78,H,797,-2504,-199,496,274,247,,B,I,E,-689,A,1476,A,B,1872,-923,-4243,86,-1029,676,H,,A,-1233,6430,286,26,B,L,G,-1286,137,E,B,7,416,442,-2723,161,-109,-6995,-1833,-1479,-102,-951,61,-5052,-3416,-1714,-597,A,526,-46,-1356,273,J,,87
-12204,I,566,2674,,-14539,115,E,-3145,A,319,K,-4038,,-881,-3136,-1762,212,,,G,E,3245,A,-9872,N,B,-11000,4932,21248,459,4809,-2786,H,10123,A,6633,-36044,-564,148,,E,A,5957,-485,L,B,361,-2634,-2091,13707,,1286,37412,6409,9358,-545,5176,-438,27039,16136,7895,3123,A,-2035,-160,7301,187,I,P,87
,A,904,4280,2477,-24084,-1,E,-5039,B,553,M,-6369,,-1367,-4340,-3086,285,-6527,D,F,E,5507,A,-16116,J,F,-17942,8011,35290,960,7676,-4763,A,16523,A,11083,-58687,-807,453,D,,A,10200,-855,C,B,618,-4407,-3895,22718,-143,2055,61625,11111,15175,-961,8593,-665,44291,27138,13378,5479,A,-3246,-648,11975,327,C,B,87
